frame, x, y, z
104,449.347,220.476,1107
104,185.443,240.317,1344
104,213.344,240.694,1329
104,241.157,241.971,1280
104,269.977,243.48,1256
104,301.001,244.778,1221
104,335.239,245.613,1191
104,372.395,246.053,1155
104,411.345,246.151,1122
104,450.968,245.631,1097
104,185.233,262.982,1339
104,213.024,263.381,1334
104,240.628,264.633,1280
104,269.105,266.254,1243
104,299.891,267.825,1221
104,334.797,269.094,1187
104,372.905,270.053,1151
104,412.849,270.647,1114
104,453.102,270.509,1093
104,185.003,286.013,1329
104,212.787,286.443,1334
104,240.386,287.649,1289
104,268.8,289.29,1247
104,299.457,291.023,1208
104,335.065,292.577,1179
104,373.788,293.898,1140
104,414.292,294.851,1111
104,455.009,295.019,1083
105,185.866,120.859,1355
105,214.918,118.163,1334
105,244.142,115.131,1304
105,274.274,112.131,1280
105,306.471,108.949,1247
105,342.835,105.111,1216
105,381.882,100.874,1183
105,422.426,96.589,1155
105,463.023,93.0012,1125
105,185.78,139.994,1371
105,214.581,137.933,1324
105,243.509,135.689,1299
105,273.382,133.466,1275
105,305.363,131.051,1243
105,340.914,128.097,1212
105,379.277,124.654,1179
105,419.244,121.036,1148
105,459.429,117.947,1129
105,185.811,158.639,1360
105,214.403,157.301,1324
105,243.109,156.062,1294
105,272.87,154.726,1270
105,304.71,153.135,1238
105,339.465,151.143,1204
105,376.864,148.684,1171
105,415.886,145.955,1148
105,455.532,143.453,1125
105,185.923,177.43,1355
105,214.301,176.85,1329
105,242.782,176.619,1294
105,272.435,176.171,1261
105,304.151,175.4,1229
105,338.292,174.339,1200
105,374.864,172.874,1167
105,413.009,171.093,1148
105,452.116,169.211,1122
105,186.007,197.005,1350
105,214.144,197.137,1324
105,242.379,197.678,1294
105,271.84,198.014,1261
105,303.439,198.004,1221
105,337.233,197.749,1195
105,373.476,197.138,1171
105,411.278,196.227,1136
105,450.001,195.004,1111
105,185.805,218.245,1350
105,213.829,218.456,1319
105,241.83,219.386,1294
105,270.982,220.32,1256
105,302.288,220.997,1225
105,336.221,221.354,1195
105,372.793,221.414,1167
105,411.064,221.184,1133
105,450.335,220.446,1107
105,185.522,240.363,1339
105,213.431,240.616,1324
105,241.197,241.702,1280
105,269.972,243.019,1256
105,301.009,244.195,1221
105,335.376,245.059,1195
105,372.771,245.652,1155
105,412.018,245.94,1125
105,451.951,245.586,1097
105,185.277,262.995,1334
105,213.081,263.331,1334
105,240.652,264.492,1280
105,269.093,266.029,1243
105,299.892,267.55,1221
105,334.93,268.792,1187
105,373.279,269.802,1155
105,413.524,270.5,1114
105,454.09,270.472,1093
105,185.003,286.013,1329
105,212.805,286.439,1334
105,240.389,287.637,1289
105,268.782,289.279,1247
105,299.458,291.022,1208
105,335.21,292.508,1179
105,374.175,293.806,1140
105,414.979,294.792,1111
105,456.009,295.019,1083
106,185.856,120.848,1350
106,214.873,118.131,1329
106,244.079,115.095,1304
106,274.228,112.106,1275
106,306.471,108.948,1247
106,342.93,105.185,1216
106,382.04,100.996,1183
106,422.549,96.6883,1155
106,463.023,93.0011,1125
106,185.493,139.698,1366
106,214.317,137.675,1324
106,243.301,135.498,1299
106,273.264,133.357,1275
106,305.365,131.024,1243
106,341.072,128.161,1212
106,379.578,124.782,1183
106,419.598,121.157,1148
106,459.71,117.972,1133
106,185.229,158.047,1360
106,213.897,156.803,1324
106,242.744,155.72,1289
106,272.678,154.551,1265
106,304.714,153.106,1238
106,339.684,151.219,1204
106,377.298,148.823,1171
106,416.476,146.099,1148
106,456.125,143.509,1129
106,185.078,176.579,1355
106,213.584,176.15,1329
106,242.286,176.161,1289
106,272.184,175.957,1261
106,304.156,175.384,1229
106,338.552,174.43,1200
106,375.388,173.01,1171
106,413.777,171.234,1151
106,452.98,169.273,1122
106,185.007,196.005,1344
106,213.32,196.342,1319
106,241.819,197.172,1299
106,271.559,197.79,1256
106,303.443,198.007,1221
106,337.501,197.837,1200
106,374.022,197.239,1171
106,412.102,196.305,1140
106,451.001,195.004,1107
106,184.917,217.365,1350
106,213.069,217.736,1319
106,241.303,218.927,1294
106,270.71,220.117,1256
106,302.277,220.987,1225
106,336.461,221.409,1195
106,373.287,221.438,1167
106,411.797,221.123,1136
106,451.191,220.244,1107
106,184.899,239.752,1339
106,212.877,240.108,1324
106,240.793,241.373,1280
106,269.752,242.873,1256
106,300.989,244.179,1225
106,335.562,245.061,1195
106,373.156,245.563,1155
106,412.559,245.682,1125
106,452.537,245.117,1100
106,184.976,262.704,1334
106,212.792,263.088,1334
106,240.421,264.335,1280
106,268.958,265.966,1243
106,299.877,267.542,1221
106,335.055,268.735,1187
106,373.528,269.58,1155
106,413.83,270.025,1118
106,454.367,269.72,1093
106,185.003,286.013,1329
106,212.764,286.432,1334
106,240.328,287.637,1289
106,268.739,289.295,1243
106,299.459,291.022,1208
106,335.28,292.385,1183
106,374.291,293.451,1140
106,415.068,294.118,1111
106,456.009,294.018,1083
107,185.86,119.874,1339
107,214.94,117.422,1324
107,244.176,114.653,1304
107,274.303,111.9,1275
107,306.481,108.954,1243
107,342.96,105.363,1216
107,382.072,101.377,1183
107,422.564,97.351,1159
107,463.023,94.0013,1129
107,185.521,139.274,1360
107,214.461,137.4,1319
107,243.544,135.357,1299
107,273.561,133.326,1275
107,305.65,131.09,1243
107,341.32,128.312,1216
107,379.75,125.052,1183
107,419.68,121.632,1151
107,459.726,118.739,1136
107,185.257,158.209,1355
107,214.092,157.007,1319
107,243.119,155.893,1289
107,273.207,154.678,1265
107,305.301,153.203,1238
107,340.184,151.313,1204
107,377.625,148.958,1171
107,416.623,146.354,1151
107,456.142,143.997,1133
107,185.093,177.262,1355
107,213.807,176.768,1324
107,242.757,176.58,1289
107,272.901,176.183,1261
107,305.011,175.465,1234
107,339.271,174.434,1200
107,375.85,173,1171
107,413.979,171.275,1151
107,452.989,169.486,1122
107,185.007,197.005,1339
107,213.552,197.164,1319
107,242.327,197.68,1294
107,272.354,198.008,1256
107,304.443,198.004,1221
107,338.325,197.718,1195
107,374.551,197.085,1171
107,412.337,196.18,1140
107,451.001,195.004,1114
107,184.938,218.167,1344
107,213.296,218.417,1319
107,241.773,219.303,1294
107,271.425,220.192,1256
107,303.142,220.83,1225
107,337.215,221.134,1195
107,373.788,221.147,1167
107,412.031,220.898,1133
107,451.212,220.191,1111
107,184.937,240.044,1339
107,213.072,240.35,1319
107,241.158,241.407,1275
107,270.267,242.67,1256
107,301.585,243.787,1221
107,336.111,244.594,1200
107,373.545,245.14,1155
107,412.754,245.404,1125
107,452.57,245.078,1104
107,185.011,262.347,1334
107,212.926,262.745,1329
107,240.639,263.903,1275
107,269.227,265.393,1243
107,300.161,266.853,1221
107,335.346,268.051,1191
107,373.762,269.027,1159
107,413.958,269.709,1118
107,454.394,269.714,1093
107,185.003,285.012,1324
107,212.807,285.51,1334
107,240.387,286.723,1284
107,268.778,288.332,1247
107,299.459,290.022,1208
107,335.336,291.485,1183
107,374.367,292.768,1140
107,415.115,293.751,1111
107,456.009,294.018,1086
108,184.866,119.861,1339
108,214.198,117.363,1324
108,243.7,114.589,1304
108,274.089,111.864,1275
108,306.483,108.953,1243
108,343.02,105.409,1216
108,382.109,101.439,1187
108,422.568,97.3955,1163
108,463.023,94.0012,1133
108,184.492,138.948,1360
108,213.687,137.09,1319
108,243.04,135.124,1294
108,273.318,133.201,1275
108,305.616,131.062,1243
108,341.369,128.35,1216
108,379.781,125.111,1183
108,419.664,121.677,1151
108,459.698,118.743,1136
108,184.202,157.561,1355
108,213.293,156.432,1319
108,242.595,155.494,1289
108,272.939,154.483,1265
108,305.232,153.171,1238
108,340.215,151.359,1204
108,377.652,149.019,1171
108,416.592,146.398,1151
108,456.085,144.004,1136
108,184.036,176.354,1350
108,213.015,175.986,1324
108,242.25,176.064,1289
108,272.645,175.947,1256
108,304.943,175.45,1234
108,339.318,174.493,1200
108,375.906,173.059,1171
108,413.966,171.315,1151
108,452.927,169.492,1125
108,184.007,196.006,1339
108,212.831,196.337,1319
108,241.899,197.146,1294
108,272.177,197.768,1256
108,304.445,198.006,1221
108,338.454,197.771,1200
108,374.698,197.13,1175
108,412.412,196.206,1140
108,451.001,195.004,1118
108,184.113,217.475,1339
108,212.735,217.795,1314
108,241.503,218.883,1294
108,271.41,219.979,1256
108,303.319,220.784,1225
108,337.51,221.144,1200
108,374.1,221.16,1167
108,412.278,220.902,1136
108,451.401,220.177,1111
108,184.361,239.878,1334
108,212.75,240.134,1319
108,241.116,241.224,1275
108,270.488,242.538,1252
108,302.01,243.705,1225
108,336.644,244.549,1200
108,374.084,245.117,1155
108,413.237,245.389,1125
108,453.011,245.054,1104
108,184.719,262.786,1334
108,212.885,263.019,1329
108,240.869,264.03,1275
108,269.724,265.401,1243
108,300.875,266.778,1221
108,336.153,267.98,1191
108,374.561,268.989,1155
108,414.71,269.69,1122
108,455.114,269.692,1097
108,185.003,286.013,1319
108,213.055,286.238,1334
108,240.899,287.17,1289
108,269.555,288.529,1243
108,300.462,290.02,1208
108,336.412,291.452,1183
108,375.43,292.756,1144
108,416.138,293.755,1111
108,457.009,294.018,1086
109,184.871,119.853,1339
109,214.63,117.048,1319
109,244.658,113.963,1299
109,275.607,110.983,1275
109,308.472,107.95,1243
109,344.999,104.535,1216
109,383.846,100.865,1187
109,423.944,97.1524,1163
109,464.023,94.0013,1136
109,184.448,138.933,1355
109,213.967,136.769,1319
109,243.732,134.479,1294
109,274.455,132.28,1270
109,307.142,130.009,1243
109,343.01,127.419,1216
109,381.323,124.502,1183
109,420.978,121.434,1155
109,460.722,118.762,1136
109,184.156,157.545,1355
109,213.466,156.114,1319
109,243.029,154.849,1289
109,273.645,153.548,1265
109,306.203,152.095,1238
109,341.395,150.403,1204
109,378.92,148.393,1175
109,417.818,146.161,1155
109,457.151,144.045,1136
109,184.011,176.344,1350
109,213.111,175.688,1319
109,242.459,175.447,1289
109,272.947,175.036,1261
109,305.371,174.379,1234
109,340.02,173.547,1200
109,376.856,172.434,1171
109,415.052,171.075,1151
109,454.001,169.542,1125
109,184.007,196.005,1339
109,212.872,196.073,1319
109,241.942,196.597,1294
109,272.184,196.947,1256
109,304.447,197.006,1221
109,338.769,196.893,1200
109,375.345,196.524,1175
109,413.301,195.93,1140
109,452.001,195.004,1118
109,184.108,217.468,1339
109,212.736,217.576,1314
109,241.456,218.445,1289
109,271.288,219.337,1256
109,303.187,220.009,1225
109,337.605,220.413,1200
109,374.505,220.591,1171
109,412.933,220.537,1136
109,452.173,219.969,1111
109,184.351,239.865,1334
109,212.735,239.972,1319
109,241.05,240.927,1275
109,270.363,242.128,1252
109,301.886,243.212,1225
109,336.656,244.015,1200
109,374.316,244.591,1159
109,413.656,244.894,1125
109,453.509,244.574,1107
109,184.714,262.774,1329
109,212.876,262.921,1329
109,240.825,263.88,1275
109,269.653,265.224,1243
109,300.814,266.565,1221
109,336.15,267.637,1191
109,374.669,268.493,1155
109,414.913,269.05,1122
109,455.345,268.93,1097
109,185.003,286.013,1319
109,213.057,286.206,1329
109,240.885,287.144,1289
109,269.537,288.53,1243
109,300.462,290.019,1212
109,336.402,291.234,1183
109,375.44,292.263,1144
109,416.161,292.984,1114
109,457.009,293.018,1086
110,183.889,117.886,1334
110,213.747,115.625,1324
110,243.817,113.099,1299
110,274.729,110.619,1275
110,307.494,107.957,1247
110,344.021,104.6,1216
110,382.852,100.86,1191
110,422.93,97.1058,1167
110,463.023,94.0013,1136
110,183.771,137.482,1355
110,213.437,135.744,1319
110,243.314,133.885,1294
110,274.082,132.06,1270
110,306.725,130.042,1243
110,342.521,127.46,1216
110,380.729,124.393,1187
110,420.282,121.188,1155
110,459.986,118.503,1140
110,183.75,156.655,1350
110,213.253,155.544,1314
110,243.004,154.546,1289
110,273.772,153.458,1265
110,306.367,152.121,1238
110,341.425,150.375,1208
110,378.736,148.156,1179
110,417.438,145.686,1155
110,456.668,143.478,1140
110,183.836,175.976,1344
110,213.161,175.537,1319
110,242.751,175.404,1284
110,273.49,175.054,1261
110,306.046,174.389,1234
110,340.509,173.447,1204
110,377.043,172.087,1171
110,414.971,170.41,1155
110,453.76,168.694,1129
110,184.007,196.006,1339
110,213.101,196.192,1314
110,242.426,196.72,1294
110,272.96,197.035,1256
110,305.447,197.004,1221
110,339.547,196.756,1200
110,375.804,196.129,1179
110,413.485,195.19,1144
110,452.001,194.004,1122
110,184.201,217.441,1334
110,213.038,217.713,1314
110,241.977,218.591,1284
110,272.048,219.444,1252
110,304.114,220.027,1225
110,338.423,220.288,1200
110,375.1,220.226,1171
110,413.334,219.871,1140
110,452.458,219.108,1114
110,184.458,239.576,1329
110,213.005,239.909,1314
110,241.469,240.962,1270
110,270.917,242.194,1252
110,302.536,243.246,1225
110,337.319,243.937,1200
110,374.93,244.32,1163
110,414.225,244.41,1125
110,454.069,243.981,1107
110,184.781,262.122,1329
110,213.046,262.555,1324
110,241.063,263.722,1270
110,269.922,265.198,1243
110,301.115,266.594,1221
110,336.582,267.614,1195
110,375.242,268.346,1155
110,415.609,268.79,1125
110,456.149,268.646,1097
110,185.003,285.013,1319
110,213.106,285.552,1329
110,240.94,286.784,1284
110,269.556,288.39,1243
110,300.463,290.02,1212
110,336.646,291.252,1183
110,375.969,292.237,1144
110,416.949,292.938,1118
110,458.009,293.018,1090
111,182.907,118.867,1334
111,213.045,116.308,1319
111,243.367,113.493,1299
111,274.507,110.767,1275
111,307.496,107.951,1247
111,344.228,104.702,1221
111,383.295,101.214,1191
111,423.652,97.7887,1171
111,464.023,95.0015,1140
111,183.052,138.176,1350
111,212.941,136.198,1319
111,242.993,134.116,1294
111,273.902,132.107,1270
111,306.687,129.977,1243
111,342.639,127.451,1221
111,381.028,124.574,1187
111,420.796,121.64,1163
111,460.731,119.238,1144
111,183.325,157.053,1344
111,213.002,155.76,1314
111,242.837,154.632,1284
111,273.648,153.449,1265
111,306.297,152.055,1238
111,341.464,150.321,1208
111,378.901,148.204,1179
111,417.736,145.913,1159
111,457.127,143.928,1144
111,183.677,176.118,1339
111,213.135,175.558,1314
111,242.738,175.386,1284
111,273.443,175.024,1256
111,305.975,174.354,1234
111,340.513,173.386,1204
111,377.124,172.045,1171
111,415.093,170.452,1155
111,453.953,168.884,1136
111,184.007,196.006,1334
111,213.209,196.127,1314
111,242.539,196.664,1289
111,273.03,197.007,1256
111,305.447,197.004,1221
111,339.608,196.691,1200
111,375.882,196.029,1179
111,413.513,195.109,1151
111,452.001,194.004,1122
111,184.082,217.561,1334
111,213.123,217.726,1309
111,242.163,218.582,1284
111,272.285,219.432,1252
111,304.352,220.004,1225
111,338.662,220.203,1200
111,375.268,220.09,1171
111,413.363,219.735,1140
111,452.397,219.041,1118
111,184.07,239.961,1329
111,212.939,240.13,1314
111,241.669,241.077,1270
111,271.333,242.223,1252
111,303.071,243.201,1221
111,337.816,243.826,1200
111,375.249,244.168,1163
111,414.314,244.267,1133
111,454.009,243.913,1111
111,184.068,262.828,1319
111,212.774,263.039,1319
111,241.232,264.004,1270
111,270.485,265.303,1238
111,301.933,266.552,1221
111,337.333,267.493,1195
111,375.721,268.201,1155
111,415.778,268.672,1125
111,456.112,268.608,1100
111,184.003,286.013,1314
111,212.652,286.276,1329
111,241.051,287.234,1284
111,270.186,288.593,1243
111,301.465,290.018,1208
111,337.555,291.158,1183
111,376.562,292.122,1148
111,417.194,292.859,1118
111,458.009,293.018,1090
112,182.902,116.888,1329
112,213.277,114.81,1319
112,243.856,112.509,1299
112,275.264,110.295,1275
112,308.488,107.96,1243
112,345.297,105.069,1221
112,384.359,101.86,1195
112,424.674,98.6424,1171
112,465.023,96.0016,1144
112,182.778,136.436,1350
112,212.906,134.886,1314
112,243.217,133.261,1294
112,274.394,131.708,1270
112,307.425,130.011,1243
112,343.521,127.844,1221
112,381.972,125.255,1187
112,421.757,122.542,1163
112,461.708,120.288,1151
112,182.779,155.579,1339
112,212.694,154.664,1314
112,242.789,153.917,1284
112,273.861,153.113,1265
112,306.757,152.088,1238
112,342.132,150.699,1208
112,379.717,148.883,1183
112,418.646,146.836,1163
112,458.106,145.011,1148
112,182.879,174.904,1339
112,212.577,174.673,1314
112,242.443,174.806,1280
112,273.4,174.742,1256
112,306.177,174.373,1234
112,340.978,173.725,1204
112,377.815,172.683,1175
112,415.955,171.349,1159
112,454.943,169.963,1136
112,183.007,195.006,1334
112,212.458,195.41,1314
112,242.055,196.195,1289
112,272.794,196.775,1256
112,305.451,197.008,1221
112,339.919,196.983,1204
112,376.475,196.594,1179
112,414.334,195.917,1151
112,453.001,195.004,1125
112,182.995,216.649,1334
112,212.268,217.098,1309
112,241.57,218.185,1284
112,271.947,219.246,1256
112,304.276,220.026,1225
112,338.894,220.453,1200
112,375.802,220.556,1175
112,414.156,220.386,1140
112,453.394,219.834,1122
112,182.977,239.057,1329
112,212.065,239.519,1314
112,241.047,240.707,1270
112,270.975,242.068,1247
112,302.99,243.24,1221
112,338.033,244.035,1200
112,375.766,244.515,1167
112,415.097,244.715,1133
112,455.005,244.439,1111
112,183.015,261.886,1319
112,211.935,262.398,1319
112,240.636,263.623,1270
112,270.156,265.15,1238
112,301.888,266.59,1221
112,337.573,267.649,1195
112,376.243,268.415,1155
112,416.563,268.901,1125
112,457.112,268.853,1104
112,183.003,285.013,1314
112,211.865,285.582,1319
112,240.502,286.811,1280
112,269.904,288.407,1243
112,301.469,290.02,1208
112,337.826,291.234,1183
112,377.098,292.199,1151
112,417.981,292.888,1122
112,459.009,293.018,1093
113,182.894,116.885,1324
113,213.285,114.75,1314
113,243.873,112.441,1299
113,275.291,110.251,1275
113,308.486,107.961,1243
113,345.134,105.126,1221
113,383.942,101.956,1200
113,423.955,98.7275,1175
113,464.023,96.0016,1151
113,182.499,136.396,1344
113,212.699,134.795,1314
113,243.084,133.172,1294
113,274.333,131.653,1270
113,307.391,130.009,1243
113,343.408,127.902,1221
113,381.677,125.365,1191
113,421.214,122.66,1167
113,460.918,120.331,1151
113,182.205,155.513,1339
113,212.245,154.552,1314
113,242.495,153.82,1284
113,273.707,153.057,1265
113,306.692,152.086,1238
113,342.069,150.753,1212
113,379.555,148.991,1187
113,418.306,146.97,1167
113,457.566,145.086,1151
113,182.04,174.84,1339
113,211.92,174.571,1314
113,242.025,174.726,1280
113,273.189,174.7,1256
113,306.112,174.371,1238
113,340.99,173.761,1208
113,377.806,172.761,1179
113,415.837,171.462,1163
113,454.671,170.036,1140
113,182.007,195.006,1329
113,211.703,195.377,1309
113,241.601,196.172,1289
113,272.603,196.764,1256
113,305.453,197.008,1221
113,340.058,196.984,1204
113,376.647,196.604,1183
113,414.449,195.944,1151
113,453.001,195.004,1133
113,182.086,216.849,1329
113,211.588,217.219,1309
113,241.206,218.266,1284
113,271.881,219.286,1256
113,304.446,220.021,1225
113,339.225,220.4,1200
113,376.193,220.462,1175
113,414.513,220.254,1144
113,453.653,219.622,1122
113,182.311,239.527,1324
113,211.613,239.857,1309
113,240.894,240.929,1270
113,271.129,242.175,1252
113,303.404,243.231,1221
113,338.612,243.918,1200
113,376.402,244.292,1167
113,415.703,244.376,1136
113,455.518,243.955,1114
113,182.671,262.641,1314
113,211.795,262.968,1319
113,240.771,263.997,1270
113,270.594,265.331,1238
113,302.593,266.582,1221
113,338.427,267.467,1195
113,377.137,268.057,1159
113,417.419,268.345,1129
113,457.872,268.091,1107
113,183.003,286.013,1309
113,212.061,286.345,1324
113,240.952,287.318,1280
113,270.642,288.657,1243
113,302.472,290.016,1208
113,338.948,290.996,1183
113,378.241,291.72,1151
113,419.077,292.146,1122
113,460.009,292.018,1097
114,181.912,117.869,1319
114,212.567,115.486,1314
114,243.424,112.913,1294
114,275.084,110.468,1275
114,308.502,107.957,1243
114,345.451,105.058,1221
114,384.542,101.888,1200
114,424.787,98.6847,1179
114,465.023,96.0016,1151
114,181.781,137.14,1339
114,212.244,135.345,1309
114,242.908,133.525,1294
114,274.416,131.822,1270
114,307.703,130.017,1243
114,343.954,127.836,1225
114,382.438,125.287,1195
114,422.153,122.604,1167
114,461.985,120.32,1155
114,181.755,155.989,1334
114,212.058,154.885,1309
114,242.592,154.038,1280
114,274.086,153.182,1265
114,307.308,152.125,1243
114,342.847,150.715,1212
114,380.458,148.918,1187
114,419.324,146.912,1167
114,458.667,145.076,1151
114,181.838,175.054,1334
114,211.976,174.684,1309
114,242.355,174.797,1280
114,273.814,174.763,1256
114,306.983,174.425,1238
114,341.944,173.735,1208
114,378.794,172.685,1183
114,416.877,171.401,1167
114,455.758,170.031,1140
114,182.007,195.006,1324
114,211.938,195.308,1309
114,242.083,196.093,1284
114,273.359,196.715,1256
114,306.455,197.007,1221
114,341.065,196.904,1204
114,377.622,196.489,1183
114,415.426,195.868,1155
114,454.001,195.004,1133
114,182.193,216.78,1324
114,211.908,217.041,1304
114,241.724,218.043,1280
114,272.604,219.056,1252
114,305.332,219.807,1225
114,340.118,220.167,1200
114,377.037,220.256,1179
114,415.328,220.145,1148
114,454.459,219.632,1125
114,182.443,239.467,1319
114,211.918,239.63,1309
114,241.336,240.574,1265
114,271.684,241.725,1247
114,304.036,242.738,1225
114,339.258,243.461,1200
114,377.017,243.957,1167
114,416.278,244.221,1136
114,456.068,243.974,1122
114,182.762,262.619,1314
114,212.01,262.718,1314
114,241.057,263.525,1265
114,270.906,264.665,1238
114,302.907,265.806,1221
114,338.765,266.778,1195
114,377.471,267.585,1159
114,417.715,268.136,1129
114,458.14,268.112,1111
114,183.003,286.013,1309
114,212.137,286.062,1319
114,241.045,286.745,1280
114,270.698,287.823,1243
114,302.472,289.016,1208
114,338.985,290.131,1183
114,378.293,291.131,1151
114,419.101,291.873,1125
114,460.009,292.018,1097
115,180.938,114.906,1314
115,212.327,113.248,1314
115,244.017,111.462,1294
115,276.489,109.791,1270
115,310.509,107.971,1243
115,347.379,105.491,1221
115,385.992,102.589,1200
115,425.523,99.564,1183
115,465.023,97.0016,1155
115,181.045,134.66,1334
115,212.14,133.485,1304
115,243.536,132.337,1284
115,275.769,131.295,1265
115,309.608,130.085,1243
115,345.943,128.318,1221
115,384.139,126.046,1195
115,423.332,123.552,1171
115,462.551,121.389,1159
115,181.289,154.044,1334
115,212.109,153.455,1309
115,243.221,153.128,1280
115,275.284,152.779,1261
115,308.965,152.191,1243
115,344.72,151.172,1216
115,382.289,149.671,1187
115,420.913,147.883,1171
115,459.846,146.184,1155
115,181.63,173.628,1334
115,212.166,173.672,1309
115,242.952,174.148,1280
115,274.803,174.461,1256
115,308.323,174.461,1238
115,343.589,174.123,1208
115,380.617,173.376,1183
115,418.741,172.332,1171
115,457.458,171.124,1148
115,182.007,194.006,1319
115,212.215,194.623,1304
115,242.609,195.651,1280
115,274.121,196.497,1252
115,307.459,197.011,1221
115,342.427,197.214,1204
115,379.311,197.078,1187
115,417.358,196.688,1155
115,456.001,196.004,1136
115,182.275,215.951,1319
115,212.192,216.522,1299
115,242.145,217.725,1280
115,273.15,218.908,1247
115,306.063,219.831,1225
115,341.186,220.416,1204
115,378.496,220.723,1179
115,417.118,220.791,1144
115,456.366,220.415,1129
115,182.532,238.647,1319
115,212.145,239.133,1304
115,241.624,240.294,1261
115,272.024,241.616,1247
115,304.508,242.783,1225
115,340.035,243.66,1200
115,378.193,244.291,1167
115,417.792,244.653,1136
115,457.705,244.487,1118
115,182.819,261.723,1314
115,212.148,262.156,1314
115,241.202,263.215,1261
115,271.047,264.552,1238
115,303.126,265.847,1221
115,339.264,266.919,1195
115,378.354,267.78,1163
115,418.907,268.346,1136
115,459.451,268.347,1114
115,183.003,285.013,1304
115,212.173,285.406,1319
115,241.053,286.366,1280
115,270.669,287.663,1238
115,302.474,289.018,1208
115,339.251,290.191,1183
115,378.907,291.188,1151
115,419.987,291.888,1125
115,461.009,292.018,1100
116,180.937,114.906,1314
116,212.64,113.277,1309
116,244.608,111.507,1289
116,277.309,109.828,1270
116,311.507,107.969,1243
116,348.585,105.435,1225
116,387.402,102.489,1204
116,427.197,99.4827,1183
116,467.023,97.0016,1163
116,180.778,134.656,1334
116,212.24,133.509,1299
116,243.978,132.378,1280
116,276.495,131.324,1265
116,310.53,130.057,1247
116,346.991,128.188,1221
116,385.255,125.796,1195
116,424.555,123.235,1175
116,463.992,121.101,1167
116,180.749,154.041,1329
116,211.994,153.48,1304
116,243.532,153.171,1280
116,275.963,152.814,1261
116,309.878,152.159,1243
116,345.682,150.991,1216
116,383.164,149.292,1187
116,421.69,147.33,1175
116,460.69,145.582,1159
116,180.834,173.627,1329
116,211.856,173.7,1304
116,243.156,174.197,1275
116,275.465,174.508,1256
116,309.273,174.442,1234
116,344.528,173.921,1212
116,381.338,172.916,1183
116,419.174,171.603,1171
116,457.777,170.255,1151
116,181.007,194.006,1319
116,211.763,194.651,1299
116,242.738,195.702,1280
116,274.774,196.551,1252
116,308.461,197.009,1225
116,343.384,197.014,1204
116,379.981,196.601,1187
116,417.631,195.904,1159
116,456.001,195.004,1140
116,181.206,215.95,1319
116,211.676,216.548,1299
116,242.231,217.77,1275
116,273.784,218.952,1247
116,307.054,219.818,1225
116,342.178,220.234,1204
116,379.21,220.293,1179
116,417.443,220.094,1151
116,456.459,219.557,1136
116,181.464,238.644,1314
116,211.627,239.153,1299
116,241.697,240.329,1261
116,272.639,241.644,1243
116,305.49,242.76,1225
116,341.074,243.511,1200
116,379.016,243.959,1171
116,418.311,244.143,1140
116,458.072,243.896,1122
116,181.782,261.719,1309
116,211.655,262.173,1314
116,241.281,263.243,1261
116,271.655,264.571,1234
116,304.119,265.826,1221
116,340.361,266.821,1195
116,379.314,267.579,1163
116,419.674,268.068,1136
116,460.148,268.064,1122
116,182.003,285.013,1299
116,211.709,285.426,1314
116,241.141,286.396,1280
116,271.272,287.687,1238
116,303.478,289.017,1208
116,340.393,290.162,1183
116,379.995,291.126,1151
116,420.988,291.833,1125
116,462.009,292.018,1107
117,180.945,113.909,1314
117,212.757,112.464,1304
117,244.751,110.91,1289
117,277.402,109.493,1270
117,311.515,107.971,1243
117,348.606,105.906,1229
117,387.432,103.5,1204
117,427.217,101.034,1187
117,467.023,99.0018,1167
117,180.834,133.606,1329
117,212.453,132.649,1299
117,244.268,131.735,1280
117,276.789,130.934,1265
117,310.777,129.987,1247
117,347.202,128.548,1221
117,385.409,126.657,1200
117,424.63,124.598,1179
117,463.992,122.879,1171
117,180.828,152.96,1324
117,212.282,152.602,1299
117,243.962,152.525,1275
117,276.475,152.415,1261
117,310.398,152.057,1243
117,346.127,151.275,1216
117,383.471,150.016,1191
117,421.831,148.489,1179
117,460.685,147.105,1163
117,180.903,172.554,1319
117,212.182,172.853,1299
117,243.695,173.604,1275
117,276.176,174.16,1256
117,310.058,174.356,1234
117,345.211,174.173,1208
117,381.809,173.531,1187
117,419.392,172.566,1175
117,457.77,171.517,1155
117,181.007,193.006,1314
117,212.064,193.911,1294
117,243.326,195.238,1280
117,275.624,196.334,1252
117,309.461,197.013,1221
117,344.269,197.298,1208
117,380.602,197.149,1187
117,417.929,196.689,1167
117,456.001,196.004,1144
117,181.024,215.145,1314
117,211.865,216.007,1294
117,242.79,217.517,1275
117,274.682,218.956,1247
117,308.15,220.029,1225
117,343.196,220.626,1204
117,379.942,220.817,1183
117,417.806,220.715,1151
117,456.486,220.28,1140
117,181.025,238.103,1309
117,211.625,238.881,1299
117,242.151,240.347,1256
117,273.506,241.931,1243
117,306.61,243.242,1221
117,342.155,244.067,1200
117,379.807,244.491,1171
117,418.708,244.612,1148
117,458.112,244.344,1125
117,181.051,261.46,1299
117,211.42,262.188,1304
117,241.578,263.547,1261
117,272.433,265.152,1234
117,305.212,266.594,1221
117,341.441,267.552,1191
117,380.108,268.129,1167
117,420.068,268.401,1136
117,460.175,268.258,1122
117,181.003,285.013,1294
117,211.252,285.699,1309
